model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,thresh,fold
MiniRocket,0,10,1.659911765488687,-0.09090909090909091,0.88,1.0,0.99999886355113,0.9361702127659575,0.9999994317755649,0.4090875000284089,0.0,2.4442977032680973,0.5,1
Catch22,0,10,16.65436455911818,0.09090909090909091,0.7142857142857143,0.9090909090909091,0.99999696946968,0.8,0.9545439392802946,1.090900000075757,0.27272500001893923,2.444282443573232,0.5,1
QUANT,0,10,4.907505364262123,1.0909090909090908,0.75,0.9545454545454546,0.99999734828597,0.84,0.9772714014157122,0.9545375000662873,0.13636250000946962,2.4442879991287874,0.5,1
ResNet,0,10,4.163523588411727,-5.409090909090909,0.5714285714285714,0.9090909090909091,0.9999943177556498,0.7017543859649122,0.9545426134232795,2.0454375001420444,0.27272500001893923,2.444272763544472,0.5,1
Ensemble-All,,10,0.013549344400053088,-0.13636363636363635,0.8461538461538461,1.0,0.99999848473484,0.9166666666666666,0.99999924236742,0.5454500000378785,0.0,2.444296320406846,,1
Ensemble-ts,,10,0.017015212999770785,0.0,0.88,1.0,0.99999886355113,0.9361702127659575,0.9999994317755649,0.4090875000284089,0.0,2.4442977032680973,,1
DummyADL,0,10,0.0523322667027917,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.999975000208331,3.7774155358010684,0.5,2
DummyFall,0,10,0.00047104807610370283,0.0,8.333333333333333e-05,1.0,0.0,0.00016665277893508876,0.5,35996.70002749977,0.0,-0.22305310814536247,0.5,2
ExtraTrees,0,10,0.17553199553169846,3.706176470588235,0.8666666666666667,0.7647058823529411,0.9999990195343083,0.8125,0.8823524509436247,0.3529382353186272,0.7058764706372544,3.7775184944079676,0.5,2
MiniRocket,0,10,1.3486637012637752,0.11176470588235286,0.8529411764705882,0.8529411764705882,0.9999987744178853,0.8529411764705882,0.9264699754442367,0.44117279414828403,0.44117279414828403,3.7775296296296292,0.5,2
Catch22,0,10,16.622757005313403,0.7588235294117647,0.8285714285714286,0.8529411764705882,0.9999985293014623,0.8405797101449275,0.9264698528860252,0.5294073529779408,0.44117279414828403,3.7775282467683775,0.5,2
QUANT,0,10,4.894161403271174,0.7685294117647059,0.8378378378378378,0.9117647058823529,0.9999985293014623,0.8732394366197183,0.9558816175919076,0.5294073529779408,0.2647036764889704,3.7775365921569866,0.5,2
ResNet,0,10,2.197862113862464,2.788235294117647,0.875,0.6176470588235294,0.9999992646507312,0.7241379310344828,0.8088231617371303,0.2647036764889704,1.1470492647855384,3.7774990137976996,0.5,2
Ensemble-All,,10,0.01829072799991991,1.8470588235294116,0.8787878787878788,0.8529411764705882,0.9999990195343083,0.8656716417910447,0.9264700980024483,0.3529382353186272,0.44117279414828403,3.77753101249088,,2
Ensemble-ts,,10,0.020153312000123453,1.5823529411764705,0.8787878787878788,0.8529411764705882,0.9999990195343083,0.8656716417910447,0.9264700980024483,0.3529382353186272,0.44117279414828403,3.77753101249088,,2
DummyADL,0,10,0.056640718134351196,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,0.9999041124179298,0.5,3
DummyFall,0,10,0.0004419537201646728,0.0,8.333333333333333e-05,1.0,0.0,0.00016665277893508876,0.5,35996.70002749977,0.0,-0.05904346980318419,0.5,3
ExtraTrees,0,10,0.17825503505992468,3.6666666666666665,0.7,0.7777777777777778,0.9999972220138733,0.7368421052631579,0.8888874998958256,0.9999916667361105,0.666661111157407,0.999929172694304,0.5,3
MiniRocket,0,10,1.3470486690855494,1.2222222222222223,0.5333333333333333,0.8888888888888888,0.9999935180323709,0.6666666666666666,0.9444412034606299,2.3333138890509244,0.3333305555787035,0.9999278139436022,0.5,3
Catch22,0,10,16.729264014612575,2.888888888888889,0.4375,0.7777777777777778,0.9999916660416198,0.56,0.8888847219096988,2.9999750002083316,0.666661111157407,0.9999208755267954,0.5,3
QUANT,0,10,4.651209915722919,1.3333333333333333,0.7272727272727273,0.8888888888888888,0.9999972220138733,0.8,0.9444430554513811,0.9999916667361105,0.3333305555787035,0.9999333453886081,0.5,3
ResNet,0,10,2.3729945603244422,-1.3333333333333333,0.5,0.7777777777777778,0.9999935180323709,0.6086956521739131,0.8888856479050744,2.3333138890509244,0.666661111157407,0.9999236412492982,0.5,3
Ensemble-All,,10,0.006348208799863642,1.3333333333333333,0.6666666666666666,0.8888888888888888,0.9999962960184977,0.7619047619047619,0.9444425924536932,1.333322222314814,0.3333305555787035,0.9999319625273567,,3
Ensemble-ts,,10,0.011921528999967753,1.3333333333333333,0.5333333333333333,0.8888888888888888,0.9999935180323709,0.6666666666666666,0.9444412034606299,2.3333138890509244,0.3333305555787035,0.9999278139436022,,3
DummyADL,0,10,0.053150475828011766,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,1.6665068540298829,0.5,4
DummyFall,0,10,0.00044477939829559585,0.0,8.333333333333333e-05,1.0,0.0,0.00016665277893508876,0.5,35996.70002749978,0.0,-0.09840578300530697,0.5,4
ExtraTrees,0,10,0.1779220907039045,6.0,0.6666666666666666,0.6666666666666666,0.9999972220138733,0.6666666666666666,0.83333194434027,0.9999916667361106,0.9999916667361106,1.6665416666666664,0.5,4
MiniRocket,0,10,1.3512755745108644,-2.062,0.65,0.8666666666666667,0.9999961108194225,0.7428571428571429,0.9333313887430446,1.399988333430555,0.3999966666944442,1.666551419027076,0.5,4
Catch22,0,10,16.12174798479598,0.138,0.7368421052631579,0.9333333333333333,0.9999972220138733,0.8235294117647058,0.9666652776736033,0.9999916667361106,0.1999983333472221,1.666558357443883,0.5,4
QUANT,0,10,4.619006765845311,1.338,0.7222222222222222,0.8666666666666667,0.9999972220138733,0.7878787878787878,0.93333194434027,0.9999916667361106,0.3999966666944442,1.6665541847495788,0.5,4
ResNet,0,10,2.3702830572504965,-5.795333333333334,0.6666666666666666,0.9333333333333333,0.9999961108194225,0.7777777777777778,0.966664722076378,1.399988333430555,0.1999983333472221,1.6665555917213801,0.5,4
Ensemble-All,,10,0.010069263799960027,1.0046666666666666,0.6842105263157895,0.8666666666666667,0.9999966664166479,0.7647058823529411,0.9333316665416573,1.1999900000833328,0.3999966666944442,1.6665528018883273,,4
Ensemble-ts,,10,0.013232910333499603,0.338,0.6842105263157895,0.8666666666666667,0.9999966664166479,0.7647058823529411,0.9333316665416573,1.1999900000833328,0.3999966666944442,1.6665528018883273,,4
DummyADL,0,10,0.054127735147542856,20.0,0.0,0.0,1.0,0.0,0.5,0.0,3.0161404271506984,4.088682653841649,0.5,5
DummyFall,0,10,0.0005108984098365025,0.0,8.378243738961097e-05,1.0,0.0,0.00016755083696171462,0.5,35996.657790337485,0.0,-0.24154369353313399,0.5,5
ExtraTrees,0,10,0.17622761409419643,3.891891891891892,0.7352941176470589,0.6756756756756757,0.9999979618965232,0.704225352112676,0.8378368187860994,0.7336557795771969,0.9782077061029292,4.088774519480654,0.5,5
MiniRocket,0,10,1.3762969246506174,-0.5794594594594594,0.6818181818181818,0.8108108108108109,0.9999968296168139,0.7407407407407407,0.9054038202138124,1.1412423237867508,0.5706211618933754,4.088788466890819,0.5,5
Catch22,0,10,16.665274589555683,-1.038918918918919,0.6875,0.8918918918918919,0.999996603160872,0.7764705882352941,0.945944247526382,1.2227596326286616,0.32606923536764304,4.0887996014104395,0.5,5
QUANT,0,10,4.911703490538568,-0.3478378378378378,0.7804878048780488,0.8648648648648649,0.9999979618965232,0.8205128205128205,0.9324314133806941,0.7336557795771969,0.4075865442095538,4.0888037271122135,0.5,5
ResNet,0,10,2.8064092222036536,-5.930810810810811,0.5357142857142857,0.8108108108108109,0.9999941121455115,0.6451612903225806,0.9054024614781612,2.11945002988968,0.5706211618933754,4.088771870449684,0.5,5
Ensemble-All,,10,0.02132640639993042,-1.065945945945946,0.7272727272727273,0.8648648648648649,0.9999972825286977,0.7901234567901234,0.9324310736967814,0.9782077061029292,0.4075865442095538,4.08879957800193,,5
Ensemble-ts,,10,0.01844854733341587,0.06918918918918925,0.7209302325581395,0.8378378378378378,0.9999972825286977,0.775,0.9189175601832678,0.9782077061029292,0.4891038530514646,4.088795405483136,,5
DummyADL,0,15,0.25576970784321057,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,2.444108200755236,0.5,1
DummyFall,0,15,0.0027518151454054966,0.0,0.000125,1.0,0.0,0.00024996875390576176,0.5,23996.800026666446,0.0,-0.09965826371438927,0.5,1
ExtraTrees,0,15,0.6391945227099951,-0.045454545454545456,0.875,0.9545454545454546,0.9999988635037724,0.9130434782608695,0.9772721590246135,0.4090875000284089,0.13636250000946962,2.444191678719221,0.5,1
MiniRocket,0,15,1.906449332651102,-2.1818181818181817,0.75,0.9545454545454546,0.9999973481754689,0.84,0.9772714013604618,0.9545375000662873,0.13636250000946962,2.444186147268774,0.5,1
Catch22,0,15,26.841477210870735,-3.4545454545454546,0.7,0.9545454545454546,0.9999965905113173,0.8076923076923077,0.9772710225283859,1.2272625000852266,0.13636250000946962,2.4441833815435503,0.5,1
QUANT,0,15,6.4544057685065885,0.09090909090909091,0.7857142857142857,1.0,0.9999977270075449,0.88,0.9999988635037724,0.8181750000568178,0.0,2.444191702824329,0.5,1
ResNet,0,15,4.980168961797958,-9.0,0.8260869565217391,0.8636363636363636,0.9999984846716965,0.8444444444444444,0.93181742415403,0.5454500000378785,0.4090875000284089,2.4441819504707216,0.5,1
Ensemble-All,,15,0.01605643019993295,-0.8181818181818182,0.7777777777777778,0.9545454545454546,0.9999977270075449,0.8571428571428571,0.9772715907764997,0.8181750000568178,0.13636250000946962,2.4441875301313853,,1
Ensemble-ts,,15,0.017100429666546308,-0.8636363636363636,0.75,0.9545454545454546,0.9999973481754689,0.84,0.9772714013604618,0.9545375000662873,0.13636250000946962,2.444186147268774,,1
DummyADL,0,15,0.054958296908972595,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.999975000208331,3.77725812843991,0.5,2
DummyFall,0,15,0.000498103684494227,0.0,0.000125,1.0,0.0,0.00024996875390576176,0.5,23996.800026666442,0.0,-0.15401731664951068,0.5,2
ExtraTrees,0,15,0.20417681412910954,3.6767647058823525,0.896551724137931,0.7647058823529411,0.999999264620088,0.8253968253968254,0.8823525734865145,0.2647036764889704,0.7058764706372544,3.7773624698686135,0.5,2
MiniRocket,0,15,1.1460894206217103,-2.8000000000000003,0.8285714285714286,0.8529411764705882,0.9999985292401761,0.8405797101449275,0.9264698528553821,0.5294073529779408,0.44117279414828403,3.77737083935961,0.5,2
Catch22,0,15,26.708716806696735,0.7,0.7567567567567568,0.8235294117647058,0.9999977938602641,0.7887323943661971,0.9117636028124849,0.7941110294669113,0.5294073529779408,3.777362518078831,0.5,2
QUANT,0,15,6.348773113929063,0.26852941176470585,0.8378378378378378,0.9117647058823529,0.9999985292401761,0.8732394366197183,0.9558816175612646,0.5294073529779408,0.2647036764889704,3.7773791847454987,0.5,2
ResNet,0,15,2.8973036435388533,-12.161764705882353,0.6808510638297872,0.9411764705882353,0.9999963231004402,0.7901234567901234,0.9705863968443378,1.323518382444852,0.1764691176593136,3.7773709116749363,0.5,2
Ensemble-All,,15,0.019006520599941724,-1.6529411764705884,0.8823529411764706,0.8823529411764706,0.9999990194934507,0.8823529411764706,0.9411759803349606,0.3529382353186272,0.3529382353186272,3.7773777777777777,,2
Ensemble-ts,,15,0.016847462999976415,-0.7117647058823531,0.8529411764705882,0.8529411764705882,0.9999987743668134,0.8529411764705882,0.9264699754187008,0.44117279414828403,0.44117279414828403,3.7773722222222217,,2
DummyADL,0,15,0.05873414826837796,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,0.9998624457635057,0.5,3
DummyFall,0,15,0.0004505632082198288,0.0,0.000125,1.0,0.0,0.00024996875390576176,0.5,23996.800026666446,0.0,-0.04076928970134106,0.5,3
ExtraTrees,0,15,0.20836815444750853,6.0,0.5,0.6666666666666666,0.9999944437962207,0.5714285714285714,0.8333305552314436,1.999983333472221,0.9999916667361105,0.9998791847454982,0.5,3
MiniRocket,0,15,1.1802976761161448,3.2222222222222223,0.5,0.7777777777777778,0.9999935177622574,0.6086956521739131,0.8888856477700176,2.3333138890509244,0.666661111157407,0.9998819745758301,0.5,3
Catch22,0,15,26.831074591223544,-3.5555555555555554,0.46153846153846156,0.6666666666666666,0.9999935177622574,0.5454545454545454,0.833330092214462,2.3333138890509244,0.9999916667361105,0.9998778018828863,0.5,3
QUANT,0,15,6.030878610512832,1.3333333333333333,0.7272727272727273,0.8888888888888888,0.9999972218981104,0.8,0.9444430553934996,0.9999916667361105,0.3333305555787035,0.9998916787192209,0.5,3
ResNet,0,15,3.0862235358385046,-13.555555555555555,0.5,0.8888888888888888,0.9999925917282942,0.64,0.9444407403085915,2.666644444629628,0.3333305555787035,0.9998847644061621,0.5,3
Ensemble-All,,15,0.006609178999860887,-6.222222222222222,0.7272727272727273,0.8888888888888888,0.9999972218981104,0.8,0.9444430553934996,0.9999916667361105,0.3333305555787035,0.9998916787192209,,3
Ensemble-ts,,15,0.010953975000120408,-6.333333333333333,0.6153846153846154,0.8888888888888888,0.9999953698301839,0.7272727272727273,0.9444421293595364,1.6666527778935176,0.3333305555787035,0.9998889129939974,,3
DummyADL,0,15,0.05560894825557715,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,1.666437409605843,0.5,4
DummyFall,0,15,0.0005798821339303508,0.0,0.000125,1.0,0.0,0.00024996875390576176,0.5,23996.800026666446,0.0,-0.06794881616890176,0.5,4
ExtraTrees,0,15,0.20870511656462104,4.6,0.6470588235294118,0.7333333333333333,0.9999966662777324,0.6875,0.8666649998055329,1.1999900000833328,0.7999933333888885,1.6664750120525542,0.5,4
MiniRocket,0,15,1.1495391100317491,-2.462,0.6363636363636364,0.9333333333333333,0.9999955550369766,0.7567567567567568,0.966664444185155,1.599986666777777,0.1999983333472221,1.6664847644061622,0.5,4
Catch22,0,15,26.05056696998296,1.2713333333333334,0.6666666666666666,0.8,0.9999966662777324,0.7272727272727273,0.8999983331388662,1.1999900000833328,0.5999950000416664,1.6664791847454978,0.5,4
QUANT,0,15,6.053157537282431,1.338,0.8125,0.8666666666666667,0.9999983331388662,0.8387096774193549,0.9333324999027665,0.5999950000416664,0.3999966666944442,1.6664875060262774,0.5,4
ResNet,0,15,3.0368566430277983,-7.128666666666667,0.5789473684210527,0.7333333333333333,0.9999955550369766,0.6470588235294118,0.866664444185155,1.599986666777777,0.7999933333888885,1.6664722463273307,0.5,4
Ensemble-All,,15,0.010777986199900624,-0.7953333333333333,0.6842105263157895,0.8666666666666667,0.9999966662777324,0.7647058823529411,0.9333316664721996,1.1999900000833328,0.3999966666944442,1.666483357438442,,4
Ensemble-ts,,15,0.013537536999744285,-0.7953333333333333,0.7222222222222222,0.8666666666666667,0.9999972218981104,0.7878787878787878,0.9333319442823885,0.9999916667361106,0.3999966666944442,1.6664847403010534,,4
DummyADL,0,15,0.0562560359333766,20.0,0.0,0.0,1.0,0.0,0.5,0.0,3.0161404271506984,4.088511357595992,0.5,5
DummyFall,0,15,0.0004958966781521385,0.0,0.00012567422523538442,1.0,0.0,0.00025131686641829314,0.5,23996.657790337482,0.0,-0.16678692391826563,0.5,5
ExtraTrees,0,15,0.2114013796410771,2.4594594594594597,0.75,0.7297297297297297,0.9999979618111347,0.7397260273972602,0.8648638457704322,0.7336557795771969,0.8151730884191076,4.088611568223315,0.5,5
MiniRocket,0,15,1.487999208215891,-2.6605405405405405,0.62,0.8378378378378378,0.9999956971568398,0.7126436781609196,0.9189167674973389,1.5488288679963045,0.4891038530514646,4.088614427911718,0.5,5
Catch22,0,15,26.774285010289532,0.1554054054054054,0.5576923076923077,0.7837837837837838,0.9999947912951218,0.651685393258427,0.8918892875394528,1.8748981033639476,0.6521384707352861,4.088600550724347,0.5,5
QUANT,0,15,6.400780594932224,-0.618108108108108,0.7441860465116279,0.8648648648648649,0.9999975088802756,0.8,0.9324311868725703,0.8966903972610184,0.4075865442095538,4.088629664734182,0.5,5
ResNet,0,15,4.184698295200857,9.71135135135135,0.32142857142857145,0.24324324324324326,0.9999956971568398,0.27692307692307694,0.6216194702000415,1.5488288679963045,2.2824846475735017,4.088522632528354,0.5,5
Ensemble-All,,15,0.02127791220009385,-0.34270270270270287,0.7073170731707317,0.7837837837837838,0.9999972824148462,0.7435897435897436,0.891890533099315,0.9782077061029292,0.6521384707352861,4.088615764143777,,5
Ensemble-ts,,15,0.019856565000130406,-2.363243243243243,0.6808510638297872,0.8648648648648649,0.9999966030185578,0.7619047619047619,0.9324307339417113,1.2227596326286616,0.4075865442095538,4.088624132581663,,5
DummyADL,0,30,0.4591077237398365,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,2.443802645289467,0.5,1
DummyFall,0,30,0.002779991651767826,0.0,0.00025,1.0,0.0,0.0004998750312421895,0.5,11996.900025833118,0.0,-0.05306354304500841,0.5,1
ExtraTrees,0,30,1.1616253321265548,-1.0,0.88,1.0,0.9999988633616761,0.9361702127659575,0.999999431680838,0.4090875000284089,0.0,2.4438902958443656,0.5,1
MiniRocket,0,30,2.757419831820088,-13.136363636363637,0.625,0.9090909090909091,0.9999954534467042,0.7407407407407407,0.9545431812688066,1.6363500001136355,0.27272500001893923,2.4438695046664036,0.5,1
Catch22,0,30,57.00876139640166,-18.90909090909091,0.65625,0.9545454545454546,0.9999958323261455,0.7777777777777778,0.9772706434358001,1.4999875001041658,0.13636250000946962,2.443875060221959,0.5,1
QUANT,0,30,8.710761884592234,0.6363636363636364,0.8333333333333334,0.9090909090909091,0.9999984844822347,0.8695652173913043,0.9545446967865718,0.5454500000378785,0.27272500001893923,2.4438805675999475,0.5,1
ResNet,0,30,8.506317398964997,-1.9545454545454546,0.6111111111111112,0.5,0.9999973478439108,0.55,0.7499986739219554,0.9545375000662873,1.4999875001041658,2.4438388648001053,0.5,1
Ensemble-All,,30,0.019074224599899027,-2.727272727272727,0.84,0.9545454545454546,0.9999984844822347,0.8936170212765957,0.9772719695138447,0.5454500000378785,0.13636250000946962,2.44388474028881,,1
Ensemble-ts,,30,0.01902839433326638,-9.818181818181818,0.7241379310344828,0.9545454545454546,0.9999969689644694,0.8235294117647058,0.977271211754962,1.090900000075757,0.13636250000946962,2.443879208822038,,1
DummyADL,0,30,0.06605992010042001,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.999975000208331,3.7767859063564497,0.5,2
DummyFall,0,30,0.0004934872847904442,0.0,0.00025,1.0,0.0,0.0004998750312421895,0.5,11996.900025833118,0.0,-0.0820072937968312,0.5,2
ExtraTrees,0,30,0.30426649542824424,3.5885294117647057,0.9,0.7941176470588235,0.9999992645281434,0.84375,0.8970584557934834,0.2647036764889704,0.6176419118075976,3.7768944203556605,0.5,2
MiniRocket,0,30,1.9100846969508605,-17.760882352941177,0.8157894736842105,0.9117647058823529,0.999998283899001,0.8611111111111112,0.955881494890677,0.6176419118075976,0.2647036764889704,3.7769055796443394,0.5,2
Catch22,0,30,56.44200239770797,-5.564705882352941,0.8125,0.7647058823529411,0.9999985290562866,0.7878787878787878,0.8823522057046138,0.5294073529779408,0.7058764706372544,3.776886099066719,0.5,2
QUANT,0,30,7.861427227110687,-0.6529411764705884,0.8611111111111112,0.9117647058823529,0.9999987742135722,0.8857142857142857,0.9558817400479626,0.44117279414828403,0.2647036764889704,3.7769083453777252,0.5,2
ResNet,0,30,5.281332652270868,-21.485294117647058,0.8888888888888888,0.9411764705882353,0.9999990193708578,0.9142857142857143,0.9705877449795466,0.3529382353186272,0.1764691176593136,3.7769139009332804,0.5,2
Ensemble-All,,30,0.02470900879998226,-13.15294117647059,0.967741935483871,0.8823529411764706,0.9999997548427144,0.9230769230769231,0.9411763480095925,0.0882345588296568,0.3529382353186272,3.7769097041556345,,2
Ensemble-ts,,30,0.02094398266672215,-13.829411764705883,0.8571428571428571,0.8823529411764706,0.9999987742135722,0.8695652173913043,0.9411758576950213,0.44117279414828403,0.3529382353186272,3.7769041726888624,,2
DummyADL,0,30,0.0708161298391135,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,0.9997374458002368,0.5,3
DummyFall,0,30,0.0004547575741954176,0.0,0.00025,1.0,0.0,0.0004998750312421895,0.5,11996.900025833118,0.0,-0.02170781306386708,0.5,3
ExtraTrees,0,30,0.3199325497394672,3.6666666666666665,0.5833333333333334,0.7777777777777778,0.9999953692512727,0.6666666666666666,0.8888865735145253,1.6666527778935176,0.666661111157407,0.99975974028881,0.5,3
MiniRocket,0,30,1.5332864656214356,-12.222222222222221,0.5,0.7777777777777778,0.9999935169517818,0.6086956521739131,0.8888856473647798,2.3333138890509244,0.666661111157407,0.9997569745554239,0.5,3
Catch22,0,30,56.56928565346977,-6.222222222222222,0.5,0.7777777777777778,0.9999935169517818,0.6086956521739131,0.8888856473647798,2.3333138890509244,0.666661111157407,0.9997569745554239,0.5,3
QUANT,0,30,7.881578357215133,1.3333333333333333,0.7272727272727273,0.8888888888888888,0.9999972215507636,0.8,0.9444430552198262,0.9999916667361105,0.3333305555787035,0.9997666787110584,0.5,3
ResNet,0,30,5.535941217832312,-7.333333333333333,0.5,0.7777777777777778,0.9999935169517818,0.6086956521739131,0.8888856473647798,2.3333138890509244,0.666661111157407,0.9997569745554239,0.5,3
Ensemble-All,,30,0.011364026600131184,-5.777777777777778,0.5714285714285714,0.8888888888888888,0.9999944431015273,0.6956521739130435,0.9444416659952081,1.999983333472221,0.3333305555787035,0.9997625301109795,,3
Ensemble-ts,,30,0.014917284666807973,-11.333333333333334,0.5384615384615384,0.7777777777777778,0.9999944431015273,0.6363636363636364,0.8888861104396526,1.999983333472221,0.666661111157407,0.999758357422117,,3
DummyADL,0,30,0.06829522758534302,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,1.6662290763337277,0.5,4
DummyFall,0,30,0.0005605438992218468,0.0,0.00025,1.0,0.0,0.0004998750312421895,0.5,11996.90002583312,0.0,-0.03617968843977847,0.5,4
ExtraTrees,0,30,0.3095020887338146,6.266666666666667,0.75,0.8,0.9999977772406109,0.7741935483870968,0.8999988886203054,0.7999933333888885,0.5999950000416664,1.6662736171333068,0.5,4
MiniRocket,0,30,1.9209461933394885,-20.062,0.5833333333333334,0.9333333333333333,0.9999944431015273,0.717948717948718,0.9666638882174303,1.9999833334722212,0.1999983333472221,1.666273665310874,0.5,4
Catch22,0,30,55.18407545065535,-12.933333333333334,0.7647058823529411,0.8666666666666667,0.9999977772406109,0.8125,0.9333322219536389,0.7999933333888885,0.3999966666944442,1.6662777898221695,0.5,4
QUANT,0,30,7.731507165647683,-0.32866666666666666,0.875,0.9333333333333333,0.9999988886203055,0.9032258064516129,0.9666661109768194,0.3999966666944442,0.1999983333472221,1.6662847282444178,0.5,4
ResNet,0,30,5.627747632759663,1.4046666666666663,0.6666666666666666,0.4,0.9999983329304581,0.5,0.6999991664652291,0.5999950000416664,1.799985000124999,1.6662499638668244,0.5,4
Ensemble-All,,30,0.013573168400034774,-4.062,0.8125,0.8666666666666667,0.9999983329304581,0.8387096774193549,0.9333324997985624,0.5999950000416664,0.3999966666944442,1.6662791726888626,,4
Ensemble-ts,,30,0.018905664666817756,-17.462,0.7368421052631579,0.9333333333333333,0.9999972215507636,0.8235294117647058,0.9666652774420486,0.9999916667361106,0.1999983333472221,1.6662805796443392,,4
DummyADL,0,30,0.06805741345886966,20.0,0.0,0.0,1.0,0.0,0.5,0.0,3.0161404271506984,4.08799746885904,0.5,5
DummyFall,0,30,0.000498348995824256,0.0,0.00025134845047076885,1.0,0.0,0.0005025705806048505,0.5,11996.820824955166,0.0,-0.08880909667555666,0.5,5
ExtraTrees,0,30,0.3083553905342847,4.0,0.7222222222222222,0.7027027027027027,0.9999977350610287,0.7123287671232876,0.8513502188818658,0.8151730884191076,0.8966903972610184,4.088092123782976,0.5,5
MiniRocket,0,30,1.902639208311212,-7.6605405405405405,0.725,0.7837837837837838,0.9999975085671317,0.7532467532467533,0.8918906461754577,0.8966903972610184,0.6521384707352861,4.0881032582806975,0.5,5
Catch22,0,30,56.71957155286561,-11.336216216216217,0.6382978723404256,0.8108108108108109,0.9999961496037489,0.7142857142857143,0.9054034802072799,1.385794250312483,0.5706211618933754,4.0880991325405995,0.5,5
QUANT,0,30,8.170866900564246,-0.0775675675675675,0.7380952380952381,0.8378378378378378,0.9999975085671317,0.7848101265822784,0.9189176732024847,0.8966903972610184,0.4891038530514646,4.088111603307337,0.5,5
ResNet,0,30,6.867471211822812,-19.618108108108107,0.6222222222222222,0.7567567567567568,0.9999961496037489,0.6829268292682927,0.8783764531802529,1.385794250312483,0.7336557795771969,4.088090787513962,0.5,5
Ensemble-All,,30,0.031127591799668154,-8.309189189189189,0.7045454545454546,0.8378378378378378,0.9999970555793374,0.7654320987654321,0.9189174467085877,1.05972501494484,0.4891038530514646,4.0881088372228644,,5
Ensemble-ts,,30,0.026201370000004925,-6.011891891891892,0.725,0.7837837837837838,0.9999975085671317,0.7532467532467533,0.8918906461754577,0.8966903972610184,0.6521384707352861,4.0881032582806975,,5
DummyADL,0,60,1.150473757259141,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9999750002083316,2.4431915343579687,0.5,1
DummyFall,0,60,0.003076206205833332,0.0,0.0005,1.0,0.0,0.0009995002498750624,0.5,5996.950025416455,0.0,-0.028363450968831284,0.5,1
ExtraTrees,0,60,2.5097460831623377,-1.0454545454545454,0.9166666666666666,1.0,0.9999992420515844,0.9565217391304348,0.9999996210257922,0.27272500001893923,0.0,2.4432805675836184,0.5,1
MiniRocket,0,60,4.826157261733253,-45.63636363636363,0.5294117647058824,0.8181818181818182,0.9999939364126756,0.6428571428571429,0.9090878772972469,2.181800000151514,0.5454500000378785,2.443244516612825,0.5,1
Catch22,0,60,129.38828890395982,-42.27272727272727,0.8,0.9090909090909091,0.9999981051289611,0.851063829787234,0.9545445071099351,0.6818125000473482,0.27272500001893923,2.443268073597651,0.5,1
QUANT,0,60,11.88987004630052,0.09090909090909091,0.8695652173913043,0.9090909090909091,0.9999988630773767,0.8888888888888888,0.9545448860841429,0.4090875000284089,0.27272500001893923,2.443270839347365,0.5,1
ResNet,0,60,10.157972093449793,-16.545454545454547,0.625,0.45454545454545453,0.9999977261547534,0.5263157894736842,0.7272715903501039,0.8181750000568178,1.6363500001136355,2.4432249639158092,0.5,1
Ensemble-All,,60,0.021812960599709184,-24.772727272727273,0.8076923076923077,0.9545454545454546,0.9999981051289611,0.875,0.9772717798372079,0.6818125000473482,0.13636250000946962,2.443272246278349,,1
Ensemble-ts,,60,0.0271095839998452,-45.72727272727273,0.6363636363636364,0.9545454545454546,0.9999954523095067,0.7636363636363637,0.9772704534274806,1.6363500001136355,0.13636250000946962,2.4432625661543486,,1
DummyADL,0,60,0.09081521742335665,20.0,0.0,0.0,1.0,0.0,0.5,0.0,2.999975000208331,3.7758414621895877,0.5,2
DummyFall,0,60,0.0004705805925893959,0.0,0.0005,1.0,0.0,0.0009995002498750624,0.5,5996.950025416454,0.0,-0.04383442422455744,0.5,2
ExtraTrees,0,60,0.482390979223972,2.853235294117647,0.8928571428571429,0.7352941176470589,0.999999264344185,0.8064516129032258,0.867646690995622,0.2647036764889704,0.7941110294669113,3.7759416305824764,0.5,2
MiniRocket,0,60,2.2949538233843474,-23.52558823529412,0.7777777777777778,0.8235294117647058,0.9999980382511597,0.8,0.9117637250079328,0.7058764706372544,0.5294073529779408,3.7759472342502858,0.5,2
Catch22,0,60,126.88149271614512,-38.182647058823534,0.8125,0.7647058823529411,0.9999985286883698,0.7878787878787878,0.8823522055206554,0.5294073529779408,0.7058764706372544,3.7759416546386024,0.5,2
