model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,fold,thresh
ResNet,0.0,5,2.709718350062166,-1.6605405405405405,0.3648648648648648,0.7297297297297297,0.9999893570166132,0.4864864864864865,0.8648595433731715,3.831313515569806,0.8151730884191076,4.088901605468249,5,0.5
MiniRocket,0.0,7,1.4867813124546745,2.227272727272727,0.8181818181818182,0.8181818181818182,0.9999984847727236,0.8181818181818182,0.9090901514772708,0.5454500000378785,0.5454500000378785,2.4443407407407407,1,0.5
ResNet,0.0,7,3.1530994401495507,7.090909090909091,0.55,0.5,0.9999965907386278,0.5238095238095238,0.7499982953693138,1.2272625000852266,1.4999875001041658,2.4443046175727225,1,0.5
MiniRocket,0.0,7,1.3074961095914233,0.5235294117647058,0.8571428571428571,0.8823529411764706,0.9999987744485264,0.8695652173913043,0.9411758578124984,0.441172794148284,0.3529382353186272,3.777628246769194,2,0.5
ResNet,0.0,7,1.8404638964865243,-6.485294117647059,0.5689655172413793,0.9705882352941176,0.9999938722426316,0.717391304347826,0.9852910537683748,2.20586397074142,0.0882345588296568,3.777613107645848,2,0.5
MiniRocket,0.0,7,1.285663019252287,1.3333333333333333,0.5333333333333333,0.8888888888888888,0.9999935181944284,0.6666666666666666,0.9444412035416584,2.3333138890509244,0.3333305555787035,0.999952813948499,3,0.5
ResNet,0.0,7,1.9140229728601816,-2.4444444444444446,0.3181818181818182,0.7777777777777778,0.999986110416632,0.4516129032258064,0.8888819440972049,4.999958333680553,0.666661111157407,0.9999375783698964,3,0.5
MiniRocket,0.0,7,1.3225153809821224,1.0046666666666666,0.6842105263157895,0.8666666666666667,0.9999966664999916,0.7647058823529411,0.9333316665833292,1.1999900000833328,0.3999966666944442,1.6665944685582583,4,0.5
ResNet,0.0,7,1.8566892130130008,-0.862,0.6,0.8,0.9999955553333222,0.6857142857142857,0.8999977776666611,1.599986666777777,0.5999950000416664,1.6665875301422677,4,0.5
MiniRocket,0.0,7,1.3203664381292086,-0.228108108108108,0.7380952380952381,0.8378378378378378,0.9999975090472536,0.7848101265822784,0.9189176734425456,0.8966903972610184,0.4891038530514646,4.088899566301781,5,0.5
ResNet,0.0,7,2.812544720193161,6.846486486486486,0.7037037037037037,0.5135135135135135,0.9999981883980026,0.59375,0.756755850955758,0.6521384707352861,1.4673115591543937,4.088853645174217,5,0.5
