,model,window_size,runtime,auc,precision,recall,specificity,f1-score,false alarm rate,miss rate,Dataset
0,QUANT,40.0 $\pm$ 0.0,11.71 $\pm$ 7.0,0.91 $\pm$ 0.04,0.73 $\pm$ 0.12,0.83 $\pm$ 0.07,0.99 $\pm$ 0.01,0.77 $\pm$ 0.1,1.0 $\pm$ 0.46,0.52 $\pm$ 0.21,FARSEEING
