model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,fold,thresh
MiniRocket,0.0,7,1.3074961095914233,0.5235294117647058,0.8571428571428571,0.8823529411764706,0.9999987744485264,0.8695652173913043,0.9411758578124984,0.441172794148284,0.3529382353186272,3.777628246769194,2,0.5
MiniRocket,0.0,7,1.285663019252287,1.3333333333333333,0.5333333333333333,0.8888888888888888,0.9999935181944284,0.6666666666666666,0.9444412035416584,2.3333138890509244,0.3333305555787035,0.999952813948499,3,0.5
MiniRocket,0.0,7,1.3225153809821224,1.0046666666666666,0.6842105263157895,0.8666666666666667,0.9999966664999916,0.7647058823529411,0.9333316665833292,1.1999900000833328,0.3999966666944442,1.6665944685582583,4,0.5
MiniRocket,0.0,7,1.3203664381292086,-0.228108108108108,0.7380952380952381,0.8378378378378378,0.9999975090472536,0.7848101265822784,0.9189176734425456,0.8966903972610184,0.4891038530514646,4.088899566301781,5,0.5
MiniRocket,0.0,10,1.659911765488687,-0.0909090909090909,0.88,1.0,0.99999886355113,0.9361702127659576,0.9999994317755648,0.4090875000284089,0.0,2.4442977032680973,1,0.5
MiniRocket,0.0,10,1.3486637012637752,0.1117647058823528,0.8529411764705882,0.8529411764705882,0.9999987744178852,0.8529411764705882,0.9264699754442368,0.441172794148284,0.441172794148284,3.777529629629629,2,0.5
MiniRocket,0.0,10,1.3470486690855494,1.2222222222222223,0.5333333333333333,0.8888888888888888,0.9999935180323708,0.6666666666666666,0.94444120346063,2.3333138890509244,0.3333305555787035,0.9999278139436022,3,0.5
MiniRocket,0.0,10,1.3512755745108644,-2.062,0.65,0.8666666666666667,0.9999961108194224,0.7428571428571429,0.9333313887430446,1.399988333430555,0.3999966666944442,1.666551419027076,4,0.5
MiniRocket,0.0,10,1.3762969246506174,-0.5794594594594594,0.6818181818181818,0.8108108108108109,0.999996829616814,0.7407407407407407,0.9054038202138124,1.1412423237867508,0.5706211618933754,4.088788466890819,5,0.5
MiniRocket,0.0,15,1.906449332651102,-2.1818181818181817,0.75,0.9545454545454546,0.9999973481754688,0.84,0.9772714013604618,0.9545375000662872,0.1363625000094696,2.444186147268774,1,0.5
