model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,thresh,fn_factor
QUANT,0,10,4.5523381703218355,-3.63047619047619,0.84,1.0,0.9998390989541432,0.9130434782608695,0.9999195494770716,0.574367418050932,0.0,-1.1111111111111112e-05,0.4040404040404041,2
