model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,thresh
Summary,0,10,0.4822093430955747,-13.533333333333333,0.4,0.8571428571428571,0.9999892297087714,0.5454545454545454,0.9285660434258143,3.876980071843791,0.430775563538199,2.3211890295249353,0.5
Summary,1,10,0.4833735276870442,-12.533333333333333,0.38636363636363635,0.8095238095238095,0.9999892297087714,0.5230769230769231,0.9047565196162904,3.876980071843791,0.574367418050932,2.3211848569984332,0.5
Summary,2,10,0.48687936839188517,-11.00952380952381,0.40476190476190477,0.8095238095238095,0.9999900275081216,0.5396825396825397,0.9047569185159656,3.589796362818325,0.574367418050932,2.3211876230565407,0.5
Summary,0,10,0.48350824657066016,-13.533333333333333,0.4,0.8571428571428571,0.9999892297087714,0.5454545454545454,0.9285660434258143,3.876980071843791,0.430775563538199,2.3211890295249353,0.49747474747474746
Summary,1,10,0.4837723722498022,-12.533333333333333,0.38636363636363635,0.8095238095238095,0.9999892297087714,0.5230769230769231,0.9047565196162904,3.876980071843791,0.574367418050932,2.3211848569984332,0.49747474747474746
Summary,2,10,0.48682513882599165,-11.00952380952381,0.40476190476190477,0.8095238095238095,0.9999900275081216,0.5396825396825397,0.9047569185159656,3.589796362818325,0.574367418050932,2.3211876230565407,0.49747474747474746
