model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,fold
RandomForest,0.0,10,0.44934754449269343,0.4090909090909091,0.75,0.9545454545454546,0.99999734828597,0.84,0.9772714014157122,0.9545375000662873,0.13636250000946962,0.0009999962118686701,1
ExtraTrees,0.0,10,0.44059675246225466,-1.0,0.9166666666666666,1.0,0.99999924236742,0.9565217391304348,0.99999962118371,0.27272500001893923,0.0,0.0009999991161026896,1
Rocket,0.0,10,11.440861161740063,-0.9090909090909091,0.3220338983050847,0.8636363636363636,0.9999848473483997,0.4691358024691358,0.9318106054923816,5.454500000378785,0.4090875000284089,0.000999980238581562,1
Catch22,0.0,10,19.02913984855536,-0.09090909090909091,0.5714285714285714,0.9090909090909091,0.9999943177556498,0.7017543859649122,0.9545426134232795,2.0454375001420444,0.27272500001893923,0.000999991981788685,1
QUANT,0.0,10,5.293346495168108,1.1363636363636365,0.7777777777777778,0.9545454545454546,0.99999772710226,0.8571428571428571,0.9772715908238573,0.8181750000568178,0.13636250000946962,0.000999996653817325,1
Ensemble-All,,10,0.004664058952281873,0.8636363636363636,0.8,0.9090909090909091,0.99999810591855,0.851063829787234,0.9545445075047295,0.6818125000473482,0.27272500001893923,0.0009999964012752365,1
Ensemble-tabular,,10,0.007539740142722924,1.7727272727272727,0.9047619047619048,0.8636363636363636,0.99999924236742,0.8837209302325582,0.9318178030018918,0.27272500001893923,0.4090875000284089,0.000999997032630458,1
Ensemble-ts,,10,0.010968968893090883,2.772727272727273,0.5428571428571428,0.8636363636363636,0.9999939389393598,0.6666666666666666,0.9318151512878617,2.181800000151514,0.4090875000284089,0.0009999908453492859,1
LogisticCV,0.0,10,0.14927268687235729,3.4120588235294114,0.84375,0.7941176470588235,0.9999987744178853,0.8181818181818182,0.8970582107383545,0.44117279414828403,0.6176419118075976,0.00099999542453157,2
RandomForest,0.0,10,0.16937681540513466,3.706176470588235,0.8387096774193549,0.7647058823529411,0.9999987744178853,0.8,0.8823523283854132,0.44117279414828403,0.7058764706372544,0.0009999949751552065,2
ExtraTrees,0.0,10,0.16580559196846403,3.706176470588235,0.8666666666666667,0.7647058823529411,0.9999990195343083,0.8125,0.8823524509436247,0.3529382353186272,0.7058764706372544,0.0009999952611219835,2
Rocket,0.0,10,10.88291412635711,-1.1126470588235293,0.4375,0.8235294117647058,0.999991175808774,0.5714285714285714,0.91176029378674,3.176444117867645,0.5294073529779408,0.0009999870089378508,2
Catch22,0.0,10,15.434689668782726,1.838235294117647,0.6976744186046512,0.8823529411764706,0.9999968134865017,0.7792207792207793,0.9411748773314861,1.1470492647855384,0.3529382353186272,0.0009999944849264461,2
QUANT,0.0,10,5.100766443644474,0.9744117647058822,0.8108108108108109,0.8823529411764706,0.9999982841850393,0.8450704225352113,0.9411756126807549,0.6176419118075976,0.3529382353186272,0.0009999962007271072,2
Ensemble-All,,10,0.006709896493703127,1.3470588235294116,0.8857142857142857,0.9117647058823529,0.9999990195343083,0.8985507246376812,0.9558818627083305,0.3529382353186272,0.2647036764889704,0.0009999975080038017,2
Ensemble-tabular,,10,0.011011291916171709,3.7355882352941174,0.8709677419354839,0.7941176470588235,0.9999990195343083,0.8307692307692308,0.8970583332965658,0.3529382353186272,0.6176419118075976,0.000999995710498347,2
Ensemble-ts,,10,0.016036507673561573,1.828529411764706,0.5490196078431373,0.8235294117647058,0.9999943623222722,0.6588235294117647,0.911761887043489,2.0293948530821067,0.5294073529779408,0.00099999072650595,2
LogisticCV,0.0,10,0.14829180906694214,-0.7777777777777778,0.5714285714285714,0.8888888888888888,0.9999944440277465,0.6956521739130435,0.9444416664583177,1.999983333472221,0.3333305555787035,0.0009999918204423505,3
RandomForest,0.0,10,0.17242928147593578,1.3333333333333333,0.5333333333333333,0.8888888888888888,0.9999935180323709,0.6666666666666666,0.9444412034606299,2.3333138890509244,0.3333305555787035,0.0009999907401234155,3
ExtraTrees,0.0,10,0.17195531812069428,3.6666666666666665,0.7,0.7777777777777778,0.9999972220138733,0.7368421052631579,0.8888874998958256,0.9999916667361105,0.666661111157407,0.0009999933637551144,3
Rocket,0.0,10,11.001993481462222,-4.666666666666667,0.5625,1.0,0.9999935180323709,0.72,0.9999967590161855,2.3333138890509244,0.0,0.000999992437767456,3
Catch22,0.0,10,14.499910373756462,5.222222222222222,0.35294117647058826,0.6666666666666666,0.9999898140508686,0.46153846153846156,0.8333282403587676,3.666636111365739,0.9999916667361105,0.0009999830235595953,3
QUANT,0.0,10,5.574474416537838,1.3333333333333333,0.8,0.8888888888888888,0.9999981480092488,0.8421052631578947,0.9444435184490688,0.666661111157407,0.3333305555787035,0.00099999614171809,3
Ensemble-All,,10,0.001920912725230058,-1.8888888888888888,0.9,1.0,0.9999990740046244,0.9473684210526315,0.9999995370023123,0.3333305555787035,0.0,0.000999998919681065,3
Ensemble-tabular,,10,0.0037212281798322997,1.3333333333333333,0.7272727272727273,0.8888888888888888,0.9999972220138733,0.8,0.9444430554513811,0.9999916667361105,0.3333305555787035,0.0009999950613991551,3
Ensemble-ts,,10,0.0037022018805146217,-1.0,0.7272727272727273,0.8888888888888888,0.9999972220138733,0.8,0.9444430554513811,0.9999916667361105,0.3333305555787035,0.0009999950613991551,3
LogisticCV,0.0,10,0.14134620391869182,2.7333333333333334,0.7058823529411765,0.8,0.9999972220138733,0.75,0.8999986110069367,0.9999916667361106,0.5999950000416664,0.0009999937032839227,4
RandomForest,0.0,10,0.16966784337127053,1.8666666666666667,0.6111111111111112,0.7333333333333333,0.9999961108194225,0.6666666666666666,0.8666647220763779,1.399988333430555,0.7999933333888885,0.0009999913883147766,4
ExtraTrees,0.0,10,0.16674022007153033,6.0,0.6666666666666666,0.6666666666666666,0.9999972220138733,0.6666666666666666,0.83333194434027,0.9999916667361106,0.9999916667361106,0.000999991666111074,4
Rocket,0.0,10,10.847309767707028,-5.928666666666667,0.48148148148148145,0.8666666666666667,0.9999922216388452,0.6190476190476191,0.933329444152756,2.79997666686111,0.3999966666944442,0.0009999888881480987,4
Catch22,0.0,10,13.292825710471373,0.2046666666666667,0.7368421052631579,0.9333333333333333,0.9999972220138733,0.8235294117647058,0.9666652776736033,0.9999916667361106,0.1999983333472221,0.0009999957404567713,4
QUANT,0.0,10,4.744291506209291,1.4713333333333334,0.8666666666666667,0.8666666666666667,0.9999988888055493,0.8666666666666667,0.933332777736108,0.3999966666944442,0.3999966666944442,0.0009999966664444295,4
Ensemble-All,,10,0.003008689576139053,3.0713333333333335,0.75,0.8,0.9999977776110986,0.7741935483870968,0.8999988888055493,0.7999933333888885,0.5999950000416664,0.0009999943514752835,4
Ensemble-tabular,,10,0.006020509637892246,3.1333333333333333,0.6666666666666666,0.8,0.9999966664166479,0.7272727272727273,0.8999983332083239,1.1999900000833328,0.5999950000416664,0.0009999930550925618,4
Ensemble-ts,,10,0.006789750109116237,-3.5286666666666666,0.6190476190476191,0.8666666666666667,0.9999955552221972,0.7222222222222222,0.933331110944432,1.599986666777777,0.3999966666944442,0.0009999927772962641,4
LogisticCV,0.0,10,0.13726686377315483,6.945945945945946,0.5238095238095238,0.5945945945945946,0.9999954708811627,0.5569620253164557,0.7972950327378787,1.6303461768382153,1.2227596326286616,0.0009999884885860746,5
RandomForest,0.0,10,0.16327940438763483,1.603243243243243,0.6041666666666666,0.7837837837837838,0.9999956973371046,0.6823529411764706,0.8918897405604442,1.5488288679963045,0.6521384707352861,0.0009999916589426964,5
ExtraTrees,0.0,10,0.16532797263908586,3.891891891891892,0.7352941176470589,0.6756756756756757,0.9999979618965232,0.704225352112676,0.8378368187860994,0.7336557795771969,0.9782077061029292,0.0009999926402435558,5
Rocket,0.0,10,10.848134122131073,-3.0337837837837838,0.4166666666666667,0.8108108108108109,0.9999904888504417,0.5504587155963303,0.9054006498306263,3.423726971360252,0.5706211618933754,0.0009999859975915858,5
Catch22,0.0,10,17.46199259085637,0.7448648648648649,0.4492753623188406,0.8378378378378378,0.9999913946742092,0.5849056603773585,0.9189146162560236,3.097657735992609,0.4891038530514646,0.0009999874695428746,5
QUANT,0.0,10,5.249609485567494,0.9494594594594595,0.7209302325581395,0.8378378378378378,0.9999972825286977,0.775,0.9189175601832678,0.9782077061029292,0.4891038530514646,0.000999994338648889,5
Ensemble-All,,10,0.0072557951013247175,1.414054054054054,0.7435897435897436,0.7837837837837838,0.9999977354405813,0.7631578947368421,0.8918907596121826,0.8151730884191076,0.6521384707352861,0.000999994036710163,5
Ensemble-tabular,,10,0.012659485762317976,4.702702702702703,0.7027027027027027,0.7027027027027027,0.9999975089846395,0.7027027027027027,0.8513501058436711,0.8966903972610184,0.8966903972610184,0.0009999925270165336,5
Ensemble-ts,,10,0.01958116578559081,-1.6824324324324325,0.484375,0.8378378378378378,0.9999925269539185,0.6138613861386139,0.9189151823958781,2.6900711917830553,0.4891038530514646,0.0009999887905248004,5
LogisticCV,0.0,15,0.5730121538027027,1.4545454545454546,0.8095238095238095,0.7727272727272727,0.9999984846716965,0.7906976744186046,0.8863628786994846,0.5454500000378785,0.6818125000473482,0.000999994759533293,1
RandomForest,0.0,15,0.6162098988821867,-0.8181818181818182,0.7777777777777778,0.9545454545454546,0.9999977270075449,0.8571428571428571,0.9772715907764997,0.8181750000568178,0.13636250000946962,0.0009999966536778856,1
ExtraTrees,0.0,15,0.6070254415198506,-0.045454545454545456,0.875,0.9545454545454546,0.9999988635037724,0.9130434782608695,0.9772721590246135,0.4090875000284089,0.13636250000946962,0.0009999979795791009,1
Rocket,0.0,15,15.876860146060459,-6.363636363636363,0.3225806451612903,0.9090909090909091,0.9999840890528138,0.47619047619047616,0.9545374990718614,5.727225000397724,0.27272500001893923,0.0009999800483436211,1
Catch22,0.0,15,24.793039689461217,-3.272727272727273,0.5,0.9090909090909091,0.9999924233584827,0.6451612903225806,0.9545416662246959,2.7272500001893927,0.27272500001893923,0.0009999897716191982,1
QUANT,0.0,15,6.588388307394812,1.1363636363636365,0.7241379310344828,0.9545454545454546,0.9999969693433931,0.8235294117647058,0.9772712119444238,1.090900000075757,0.13636250000946962,0.0009999957697437423,1
Ensemble-All,,15,0.005339307400087516,-0.3181818181818182,0.8076923076923077,0.9545454545454546,0.9999981058396207,0.875,0.9772717801925377,0.6818125000473482,0.13636250000946962,0.0009999970956449573,1
Ensemble-tabular,,15,0.008878447736303011,0.8181818181818182,0.8695652173913043,0.9090909090909091,0.9999988635037724,0.8888888888888888,0.9545448862973407,0.4090875000284089,0.27272500001893923,0.000999997285059417,1
Ensemble-ts,,15,0.013509576519330343,-6.136363636363637,0.5384615384615384,0.9545454545454546,0.9999931810226345,0.6885245901639344,0.9772693177840446,2.4545250001704533,0.13636250000946962,0.0009999913500730255,1
LogisticCV,0.0,15,0.1778415978341327,6.441470588235294,0.8518518518518519,0.6764705882352942,0.9999990194934507,0.7540983606557377,0.8382348038643724,0.3529382353186272,0.9705801471262249,0.0009999939127392397,2
RandomForest,0.0,15,0.20258649364887604,3.5588235294117645,0.8666666666666667,0.7647058823529411,0.9999990194934507,0.8125,0.8823524509231959,0.3529382353186272,0.7058764706372544,0.0009999952609245088,2
ExtraTrees,0.0,15,0.1974108667911034,3.6767647058823525,0.896551724137931,0.7647058823529411,0.999999264620088,0.8253968253968254,0.8823525734865145,0.2647036764889704,0.7058764706372544,0.000999995546903202,2
Rocket,0.0,15,15.800495986211558,-0.3479411764705884,0.3880597014925373,0.7647058823529411,0.9999899498078697,0.5148514851485149,0.8823479160804054,3.617616912015929,0.7058764706372544,0.0009999846797128513,2
Catch22,0.0,15,22.018424496531377,-0.4791176470588235,0.6744186046511628,0.8529411764705882,0.9999965682270775,0.7532467532467533,0.9264688723488328,1.2352838236151953,0.44117279414828403,0.0009999937493228434,2
QUANT,0.0,15,6.460129089487561,1.4941176470588236,0.8285714285714286,0.8529411764705882,0.9999985292401761,0.8405797101449275,0.9264698528553821,0.5294073529779408,0.44117279414828403,0.000999996037152391,2
Ensemble-All,,15,0.007284589887907107,2.2649999999999997,0.8529411764705882,0.8529411764705882,0.9999987743668134,0.8529411764705882,0.9264699754187008,0.44117279414828403,0.44117279414828403,0.0009999963231310843,2
Ensemble-tabular,,15,0.011830865405499935,4.000294117647059,0.896551724137931,0.7647058823529411,0.999999264620088,0.8253968253968254,0.8823525734865145,0.2647036764889704,0.7058764706372544,0.000999995546903202,2
Ensemble-ts,,15,0.018873418991764385,2.7108823529411765,0.49056603773584906,0.7647058823529411,0.9999933815807923,0.5977011494252874,0.8823496319668667,2.382333088400734,0.7058764706372544,0.0009999886834145596,2
LogisticCV,0.0,15,0.1919834156541308,-0.5555555555555556,0.4666666666666667,0.7777777777777778,0.9999925917282942,0.5833333333333334,0.888885184753036,2.666644444629628,0.666661111157407,0.0009999879616588094,3
RandomForest,0.0,15,0.2072166906091574,1.3333333333333333,0.5333333333333333,0.8888888888888888,0.9999935177622574,0.6666666666666666,0.9444412033255731,2.3333138890509244,0.3333305555787035,0.0009999907397375456,3
ExtraTrees,0.0,15,0.2050846281569344,6.0,0.5,0.6666666666666666,0.9999944437962207,0.5714285714285714,0.8333305552314436,1.999983333472221,0.9999916667361105,0.000999988424671932,3
Rocket,0.0,15,16.169630513563536,-3.4444444444444446,0.4375,0.7777777777777778,0.999991665694331,0.56,0.8888847217360544,2.9999750002083316,0.666661111157407,0.0009999868812948563,3
Catch22,0.0,15,32.450728289733284,-8.88888888888889,0.5833333333333334,0.7777777777777778,0.9999953698301839,0.6666666666666666,0.8888865738039808,1.6666527778935176,0.666661111157407,0.0009999912027506685,3
QUANT,0.0,15,6.095007154938025,1.3333333333333333,0.8,0.8888888888888888,0.9999981479320735,0.8421052631578947,0.9444435184104811,0.666661111157407,0.3333305555787035,0.0009999961415573108,3
Ensemble-All,,15,0.002283751033246517,-1.6666666666666667,0.8181818181818182,1.0,0.9999981479320735,0.9,0.9999990739660367,0.666661111157407,0.0,0.000999997839272094,3
Ensemble-tabular,,15,0.0040763116752107935,6.0,0.5454545454545454,0.6666666666666666,0.9999953698301839,0.6,0.8333310182484253,1.6666527778935176,0.9999916667361105,0.000999989505035885,3
Ensemble-ts,,15,0.004937615556021531,-1.1111111111111112,0.42857142857142855,0.6666666666666666,0.9999925917282942,0.5217391304347826,0.8333296291974804,2.666644444629628,0.9999916667361105,0.0009999862639440262,3
LogisticCV,0.0,15,0.18889388982773286,0.6,0.7647058823529411,0.8666666666666667,0.9999977775184883,0.8125,0.9333322220925775,0.7999933333888885,0.3999966666944442,0.0009999953698687728,4
RandomForest,0.0,15,0.2035608812248342,-0.12866666666666665,0.631578947368421,0.8,0.9999961106573545,0.7058823529411765,0.8999980553286773,1.399988333430555,0.5999950000416664,0.0009999924065847874,4
ExtraTrees,0.0,15,0.20053299050266699,4.6,0.6470588235294118,0.7333333333333333,0.9999966662777324,0.6875,0.8666649998055329,1.1999900000833328,0.7999933333888885,0.0009999920361742894,4
Rocket,0.0,15,15.444169354025593,-9.395333333333333,0.5185185185185185,0.9333333333333333,0.9999927769350869,0.6666666666666666,0.9666630551342101,2.5999783335138877,0.1999983333472221,0.0009999905545322965,4
Catch22,0.0,15,25.291998222809408,-3.862,0.625,1.0,0.9999949994165986,0.7692307692307693,0.9999974997082993,1.799985000124999,0.0,0.0009999941660346538,4
QUANT,0.0,15,6.397084730231617,1.338,0.8125,0.8666666666666667,0.9999983331388662,0.8387096774193549,0.9333324999027665,0.5999950000416664,0.3999966666944442,0.0009999960180871446,4
Ensemble-All,,15,0.0037026318411032357,0.27133333333333337,0.8235294117647058,0.9333333333333333,0.9999983331388662,0.875,0.9666658332360998,0.5999950000416664,0.1999983333472221,0.0009999970367160146,4
Ensemble-tabular,,15,0.00679241307079792,3.1333333333333333,0.6666666666666666,0.8,0.9999966662777324,0.7272727272727273,0.8999983331388662,1.1999900000833328,0.5999950000416664,0.0009999930548031592,4
Ensemble-ts,,15,0.00870197732001543,-10.128666666666668,0.625,1.0,0.9999949994165986,0.7692307692307693,0.9999974997082993,1.799985000124999,0.0,0.0009999941660346538,4
LogisticCV,0.0,15,0.1913967617740228,6.405405405405405,0.5384615384615384,0.5675675675675675,0.9999959236222693,0.5526315789473685,0.7837817455949184,1.4673115591543937,1.3042769414705722,0.0009999886013355613,5
RandomForest,0.0,15,0.20111637370513097,0.36,0.574468085106383,0.7297297297297297,0.9999954706914103,0.6428571428571429,0.8648626002105699,1.6303461768382153,0.8151730884191076,0.0009999905640195044,5
ExtraTrees,0.0,15,0.20089980980837627,2.4594594594594597,0.75,0.7297297297297297,0.9999979618111347,0.7397260273972602,0.8648638457704322,0.7336557795771969,0.8151730884191076,0.000999993470301497,5
Rocket,0.0,15,15.714327519302026,-6.741621621621621,0.4189189189189189,0.8378378378378378,0.9999902619865321,0.5585585585585585,0.918914049912185,3.505244280202163,0.4891038530514646,0.000999986147980632,5
Catch22,0.0,15,21.45074908652399,2.1772972972972973,0.3614457831325301,0.8108108108108109,0.9999879973322372,0.5,0.9053994040715241,4.32041736862127,0.5706211618933754,0.0009999830907229518,5
QUANT,0.0,15,6.507577347800694,0.32783783783783793,0.7209302325581395,0.8378378378378378,0.9999972824148462,0.775,0.918917560126342,0.9782077061029292,0.4891038530514646,0.0009999943384117024,5
Ensemble-All,,15,0.008503127377480268,-0.3967567567567569,0.6904761904761905,0.7837837837837838,0.9999970559494167,0.7341772151898734,0.8918904198666002,1.05972501494484,0.6521384707352861,0.0009999932438379648,5
Ensemble-tabular,,15,0.015345204000671705,4.5675675675675675,0.6341463414634146,0.7027027027027027,0.9999966030185578,0.6666666666666666,0.8513496528606302,1.2227596326286616,0.8966903972610184,0.0009999914698736317,5
Ensemble-ts,,15,0.024149165178338688,-6.498378378378378,0.4782608695652174,0.8918918918918919,0.9999918472445385,0.6226415094339622,0.9459418695682151,2.9346231183087874,0.32606923536764304,0.000999988827799093,5
LogisticCV,0.0,30,1.0646833395124409,-2.4545454545454546,0.7391304347826086,0.7727272727272727,0.9999977267233521,0.7555555555555555,0.8863624997253123,0.8181750000568178,0.6818125000473482,0.0009999938748334208,1
RandomForest,0.0,30,1.2237072065742909,2.409090909090909,0.7307692307692307,0.8636363636363636,0.9999973478439108,0.7916666666666666,0.9318168557401372,0.9545375000662873,0.4090875000284089,0.0009999948220241288,1
ExtraTrees,0.0,30,1.1388119347604866,-1.0,0.88,1.0,0.9999988633616761,0.9361702127659575,0.999999431680838,0.4090875000284089,0.0,0.0009999986739330086,1
Rocket,0.0,30,30.372715751973995,-14.5,0.42,0.9545454545454546,0.9999890124962018,0.5833333333333334,0.9772672335208281,3.9545125002746193,0.13636250000946962,0.000999986486745897,1
Catch22,0.0,30,48.30551866539829,-17.181818181818183,0.4,0.9090909090909091,0.9999886336167604,0.5555555555555556,0.9545397713538347,4.090875000284089,0.27272500001893923,0.0009999853501170477,1
QUANT,0.0,30,9.404867089952809,0.6818181818181818,0.8333333333333334,0.9090909090909091,0.9999984844822347,0.8695652173913043,0.9545446967865718,0.5454500000378785,0.27272500001893923,0.0009999968426976397,1
Ensemble-All,,30,0.008106780393670002,-0.5454545454545454,0.7586206896551724,1.0,0.9999973478439108,0.8627450980392157,0.9999986739219554,0.9545375000662873,0.0,0.000999996905843687,1
Ensemble-tabular,,30,0.012619683208564917,1.0,0.8260869565217391,0.8636363636363636,0.9999984844822347,0.8444444444444444,0.9318174240592991,0.5454500000378785,0.4090875000284089,0.0009999961480911203,1
Ensemble-ts,,30,0.022045727198322613,-15.954545454545455,0.4888888888888889,1.0,0.9999912857728497,0.6567164179104478,0.9999956428864248,3.1363375002178016,0.0,0.0009999898334863992,1
LogisticCV,0.0,30,0.32660782475417754,2.117941176470588,0.8275862068965517,0.7058823529411765,0.9999987742135722,0.7619047619047619,0.8529405635773744,0.44117279414828403,0.8823455882965681,0.0009999940754149823,2
RandomForest,0.0,30,0.31505887827497747,3.5885294117647057,0.8709677419354839,0.7941176470588235,0.9999990193708578,0.8307692307692308,0.8970583332148406,0.3529382353186272,0.6176419118075976,0.0009999957097832632,2
ExtraTrees,0.0,30,0.3073020996283975,3.5885294117647057,0.9,0.7941176470588235,0.9999992645281434,0.84375,0.8970584557934834,0.2647036764889704,0.6176419118075976,0.0009999959957977121,2
Rocket,0.0,30,30.850143209047868,-21.573529411764707,0.4411764705882353,0.8823529411764706,0.9999906840231487,0.5882352941176471,0.9411718125998096,3.3529132355269584,0.3529382353186272,0.0009999873336458244,2
Catch22,0.0,30,42.93172188041518,-3.0738235294117646,0.631578947368421,0.7058823529411765,0.9999965677980022,0.6666666666666666,0.8529394603695893,1.2352838236151953,0.8823455882965681,0.0009999915012849402,2
QUANT,0.0,30,8.3271745660811,-3.7794117647058822,0.8461538461538461,0.9705882352941176,0.9999985290562866,0.9041095890410958,0.9852933821752021,0.5294073529779408,0.0882345588296568,0.000999997834462028,2
Ensemble-All,,30,0.009473604615777731,-0.6958823529411766,0.90625,0.8529411764705882,0.9999992645281434,0.8787878787878788,0.9264702204993658,0.2647036764889704,0.44117279414828403,0.0009999968947002667,2
Ensemble-tabular,,30,0.01591039076447487,4.059117647058823,0.8928571428571429,0.7352941176470589,0.9999992645281434,0.8064516129032258,0.8676466910876011,0.2647036764889704,0.7941110294669113,0.000999995096895158,2
Ensemble-ts,,30,0.028841200284659863,-15.161764705882353,0.5172413793103449,0.8823529411764706,0.9999931355960043,0.6521739130434783,0.9411730383862374,2.4705676472303906,0.3529382353186272,0.0009999901937903157,2
LogisticCV,0.0,30,0.4114074773010834,-9.0,0.5384615384615384,0.7777777777777778,0.9999944431015273,0.6363636363636364,0.8888861104396526,1.999983333472221,0.666661111157407,0.0009999901211517255,3
RandomForest,0.0,30,0.31883406736607095,1.3333333333333333,0.6153846153846154,0.8888888888888888,0.9999953692512727,0.7272727272727273,0.9444421290700808,1.6666527778935176,0.3333305555787035,0.0009999928995778028,3
ExtraTrees,0.0,30,0.3133913256224845,3.6666666666666665,0.5833333333333334,0.7777777777777778,0.9999953692512727,0.6666666666666666,0.8888865735145253,1.6666527778935176,0.666661111157407,0.0009999912016507555,3
Rocket,0.0,30,28.94452906992998,-12.0,0.5294117647058824,1.0,0.9999925908020364,0.6923076923076923,0.9999962954010182,2.666644444629628,0.0,0.00099999135600776,3
Catch22,0.0,30,62.275516143106046,-12.0,0.3157894736842105,0.6666666666666666,0.9999879600533091,0.42857142857142855,0.8333273133599879,4.333297222523146,0.9999916667361105,0.0009999808597314682,3
QUANT,0.0,30,8.716350566189286,-5.888888888888889,0.7272727272727273,0.8888888888888888,0.9999972215507636,0.8,0.9444430552198262,0.9999916667361105,0.3333305555787035,0.0009999950605758627,3
Ensemble-All,,30,0.00340147673462828,-2.111111111111111,0.75,1.0,0.9999972215507636,0.8571428571428571,0.9999986107753818,0.9999916667361105,0.0,0.00099999675850291,3
Ensemble-tabular,,30,0.007201539973417918,-0.5555555555555556,0.5714285714285714,0.8888888888888888,0.9999944431015273,0.6956521739130435,0.9444416659952081,1.999983333472221,0.3333305555787035,0.0009999918190787727,3
Ensemble-ts,,30,0.007217216615875562,-7.222222222222222,0.5714285714285714,0.8888888888888888,0.9999944431015273,0.6956521739130435,0.9444416659952081,1.999983333472221,0.3333305555787035,0.0009999918190787727,3
LogisticCV,0.0,30,0.3250383735171619,4.4,0.631578947368421,0.8,0.9999961101710692,0.7058823529411765,0.8999980550855347,1.399988333430555,0.5999950000416664,0.0009999924056353889,4
RandomForest,0.0,30,0.3186121191791311,-3.6620000000000004,0.7,0.9333333333333333,0.9999966658609164,0.8,0.9666649995971248,1.1999900000833328,0.1999983333472221,0.0009999950914472637,4
ExtraTrees,0.0,30,0.3135549058955325,6.266666666666667,0.75,0.8,0.9999977772406109,0.7741935483870968,0.8999988886203054,0.7999933333888885,0.5999950000416664,0.000999994350533643,4
Rocket,0.0,30,30.70576073866071,-29.262,0.5,0.9333333333333333,0.9999922203421382,0.6511627906976745,0.9666627768377358,2.79997666686111,0.1999983333472221,0.0009999899050519196,4
Catch22,0.0,30,50.09717638733524,-15.4,0.6666666666666666,0.9333333333333333,0.9999961101710692,0.7777777777777778,0.9666647217522013,1.399988333430555,0.1999983333472221,0.0009999944431478456,4
QUANT,0.0,30,8.66728103185064,1.2713333333333334,0.8666666666666667,0.8666666666666667,0.9999988886203055,0.8666666666666667,0.9333327776434861,0.3999966666944442,0.3999966666944442,0.0009999966658887074,4
Ensemble-All,,30,0.00544669075558583,-3.9953333333333334,0.7894736842105263,1.0,0.9999977772406109,0.8823529411764706,0.9999988886203055,0.7999933333888885,0.0,0.0009999974068023278,4
Ensemble-tabular,,30,0.008721374285717806,3.0,0.8125,0.8666666666666667,0.9999983329304581,0.8387096774193549,0.9333324997985624,0.5999950000416664,0.3999966666944442,0.0009999960175892894,4
Ensemble-ts,,30,0.01308701653033495,-29.262,0.5769230769230769,1.0,0.99999388741168,0.7317073170731707,0.99999694370584,2.1999816668194434,0.0,0.0009999928687064018,4
LogisticCV,0.0,30,0.31814330004546937,-2.9372972972972975,0.5434782608695652,0.6756756756756757,0.9999952436281604,0.6024096385542169,0.837835459651918,1.711863485680126,0.9782077061029292,0.000999989468122044,5
RandomForest,0.0,30,0.30912076383343945,-2.36972972972973,0.6190476190476191,0.7027027027027027,0.999996376097646,0.6582278481012658,0.8513495394001744,1.3042769414705722,0.8966903972610184,0.0009999912045607032,5
ExtraTrees,0.0,30,0.3060174956869638,4.0,0.7222222222222222,0.7027027027027027,0.9999977350610287,0.7123287671232876,0.8513502188818658,0.8151730884191076,0.8966903972610184,0.0009999927900046965,5
Rocket,0.0,30,30.68960024232395,-14.336216216216219,0.4246575342465753,0.8378378378378378,0.9999904872563209,0.5636363636363636,0.9189141625470794,3.423726971360252,0.4891038530514646,0.0009999864104800566,5
Catch22,0.0,30,51.90749256445035,-14.89864864864865,0.35802469135802467,0.7837837837837838,0.9999882223173496,0.4915254237288136,0.8918860030505666,4.23890005977936,0.6521384707352861,0.0009999829376027376,5
QUANT,0.0,30,8.436709574338982,-0.3581081081081081,0.6170212765957447,0.7837837837837838,0.9999959231098519,0.6904761904761905,0.8918898534468178,1.4673115591543937,0.6521384707352861,0.000999991921785367,5
Ensemble-All,,30,0.013001604471355677,-1.7905405405405406,0.625,0.8108108108108109,0.9999959231098519,0.7058823529411765,0.9054033669603314,1.4673115591543937,0.5706211618933754,0.0009999923370206986,5
Ensemble-tabular,,30,0.023077414371073246,3.170810810810811,0.5777777777777777,0.7027027027027027,0.9999956966159547,0.6341463414634146,0.8513491996593288,1.5488288679963045,0.8966903972610184,0.0009999904118387064,5
Ensemble-ts,,30,0.032770548636714615,-11.39027027027027,0.484375,0.8378378378378378,0.999992525701395,0.6138613861386139,0.9189151817696164,2.6900711917830553,0.4891038530514646,0.0009999887886460467,5
LogisticCV,0.0,60,2.0567126542764647,3.5,0.8,0.7272727272727273,0.9999984841031689,0.7619047619047619,0.8636356056879482,0.5454500000378785,0.8181750000568178,0.0009999940627869127,1
RandomForest,0.0,60,2.050195301921817,1.4545454545454546,0.7692307692307693,0.9090909090909091,0.9999977261547534,0.8333333333333334,0.9545443176228312,0.8181750000568178,0.27272500001893923,0.0009999959576421533,1
ExtraTrees,0.0,60,2.0492450673066105,-1.0454545454545454,0.9166666666666666,1.0,0.9999992420515844,0.9565217391304348,0.9999996210257922,0.27272500001893923,0.0,0.000999999115734221,1
Rocket,0.0,60,59.497044025842484,-53.45454545454545,0.3958333333333333,0.8636363636363636,0.9999890097479746,0.5428571428571428,0.9318126866921691,3.9545125002746193,0.4090875000284089,0.0009999850938054403,1
Catch22,0.0,60,120.01868290553317,-43.27272727272727,0.4523809523809524,0.8636363636363636,0.9999912835932212,0.59375,0.9318138236147924,3.1363375002178016,0.4090875000284089,0.0009999877466027771,1
