model,seed,window_size,runtime,delay,precision,recall,specificity,f1-score,auc,false alarm rate,miss rate,gain,thresh,fold
CostCV,0,3,3.6477631153298717,-0.13636363636363635,0.9545454545454546,0.9545454545454546,0.9999620262778157,0.9545454545454546,0.9772537404116352,0.13636250000946962,0.13636250000946962,-8.333333333333334e-06,0.5,1
CostCV,0,3,3.5826421305556253,0.1411764705882352,0.8421052631578947,0.9411764705882353,0.9998525726079905,0.8888888888888888,0.9705145215981129,0.5294073529779408,0.1764691176593136,-2.777777777777778e-05,0.5,2
CostCV,0,3,3.0399563677862007,1.3333333333333333,1.0,0.8888888888888888,1.0,0.9411764705882353,0.9444444444444444,0.0,0.3333305555787035,-5.555555555555556e-06,0.5,3
CostCV,0,3,3.0611022859277415,1.6713333333333333,0.7222222222222222,0.8666666666666667,0.9997215260373155,0.7878787878787878,0.9331940963519911,0.9999916667361106,0.3999966666944442,-2.5e-05,0.5,4
CostCV,0,3,3.239195795027826,3.074324324324324,0.725,0.7837837837837838,0.9997502894372432,0.7532467532467533,0.8917670366105135,0.8966903972610184,0.6521384707352861,-7.5e-05,0.5,5
CostCV,0,5,4.3990095531187245,1.7727272727272727,0.6785714285714286,0.8636363636363636,0.999657664511221,0.76,0.9316470140737922,1.2272625000852266,0.4090875000284089,-4.1666666666666665e-05,0.5,1
CostCV,0,5,3.9130501872330448,0.7882352941176469,0.8611111111111112,0.9117647058823529,0.999876938222988,0.8857142857142857,0.9558208220526705,0.44117279414828403,0.2647036764889704,-3.0555555555555554e-05,0.5,2
CostCV,0,5,3.9399849641207734,1.3333333333333333,0.8888888888888888,0.8888888888888888,0.999907019990702,0.8888888888888888,0.9443979544397954,0.3333305555787035,0.3333305555787035,-8.333333333333334e-06,0.5,3
CostCV,0,5,3.9314570233704274,3.0046666666666666,0.8571428571428571,0.8,0.9998884239888424,0.8275862068965517,0.8999442119944212,0.3999966666944442,0.5999950000416664,-2.2222222222222223e-05,0.5,4
CostCV,0,5,3.9356036663632503,3.381891891891892,0.7073170731707317,0.7837837837837838,0.9997271300907292,0.7435897435897436,0.8917554569372566,0.9782077061029292,0.6521384707352861,-7.777777777777778e-05,0.5,5
