,model,window_size,runtime,auc,precision,recall,specificity,f1-score,false alarm rate,miss rate,fold,Dataset
0,QUANT,40,8.54657926867085,0.9002645502645503,0.6666666666666666,0.8148148148148148,0.9857142857142858,0.7333333333333333,1.2418449048608775,0.5644749567549464,0,FARSEEING
1,QUANT,40,8.585949097910236,0.8567524772704056,0.59375,0.7307692307692307,0.9827357237715804,0.6551724137931033,1.5018151746870965,0.8086697094468989,1,FARSEEING
2,QUANT,40,24.23123802457537,0.9184944237918216,0.7083333333333334,0.85,0.9869888475836431,0.7727272727272727,1.1290221413786603,0.4838666320194264,2,FARSEEING
3,QUANT,40,8.579994401624125,0.911849710982659,0.75,0.8333333333333334,0.9903660886319846,0.7894736842105262,0.837909638893529,0.5027457833361185,3,FARSEEING
4,QUANT,40,8.606239672630064,0.9605974842767295,0.9074074074074074,0.9245283018867925,0.9966666666666667,0.9158878504672898,0.289603150367423,0.23168252029394074,4,FARSEEING
