model,window_size,runtime,auc,precision,recall,specificity,f1-score,false alarm rate,miss rate,delay,g,fp_factor
QUANT,7,4.212171500667385,0.9848477272348466,0.84,0.9696969696969697,0.9999984847727235,0.9002009377093102,0.5454500000461833,0.09090833333964633,-0.47515151515151516,0.00100013514872884,1
QUANT,7,4.222004198294686,0.9848477272348466,0.84,0.9696969696969697,0.9999984847727235,0.9002009377093102,0.5454500000461833,0.09090833333964633,-0.47515151515151516,0.0010001348961930653,2
QUANT,7,4.224614859980334,0.9848477272348466,0.84,0.9696969696969697,0.9999984847727235,0.9002009377093102,0.5454500000461833,0.09090833333964633,-0.47515151515151516,0.0010001346436572904,3
QUANT,7,4.211080744757628,0.9848477272348466,0.84,0.9696969696969697,0.9999984847727235,0.9002009377093102,0.5454500000461833,0.09090833333964633,-0.47515151515151516,0.0010001343911215156,4
